ldref	pop	addpop	prefix	r2	r2_2.5	r2_97.5	r2_pval	r2_se
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin10.S4	0.00242186362884722	0.000868091163496371	0.00477936363326337	5.05728430847575e-07	0.00100465683533537
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin10.S5	0.00128556905415433	0.000214532992761296	0.00314783204365806	0.000196878305000302	0.000743795507693087
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin10.S6	0.00119869705830367	0.000133206746071884	0.00294507085584701	0.000312981362490685	0.000742204995383088
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin10.S7	0.000764555094394992	-6.94481756474681e-07	0.00224728506073918	0.0032769688359099	0.000597583108789139
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin11.S1	0.00504076553482402	0.00253895181048245	0.00827679265354337	7.07849167158203e-13	0.00141110080737054
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin11.S10	0.00103615304615945	0.000102508675809773	0.0026713015260573	0.00074872893926959	0.000699902159297763
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin11.S2	0.00490891305083641	0.00259284622908628	0.00810188610315655	1.39016882724618e-12	0.00145308854808178
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin11.S3	0.00411387150327958	0.00193826326112462	0.00715505596789309	8.18472882646247e-11	0.00133014728458159
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin11.S4	0.00225286186374141	0.000719716091245395	0.00456987577077077	1.21817293429849e-06	0.000977358588369687
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin11.S5	0.00199945538759461	0.000571368672139089	0.00403620174937221	4.57019723387556e-06	0.000905108213326967
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin11.S6	0.00101785344248884	8.76697667079929e-05	0.00269251346399209	0.000826360053143334	0.000698490348849383
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin11.S7	0.00126585137997237	0.00019420623046302	0.00302421461875895	0.000218690804744879	0.000733834610325909
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin12.S1	0.00532070183275268	0.00294972798324434	0.00848410395611579	1.69008914595635e-13	0.00149447336686632
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin12.S10	0.000951971917903083	4.53428901898229e-05	0.00252485921001659	0.00117976286783637	0.000676818670128864
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin12.S2	0.00541780395943048	0.00294823949943819	0.00876114283795317	1.02856911716531e-13	0.00144221259772503
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin12.S3	0.0063389891512966	0.00366640582385264	0.0102975112147393	9.28957290421017e-16	0.00170197379362508
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin12.S4	0.00376932270039387	0.00169953833972694	0.00672401339830013	4.80501380716206e-10	0.00126209233144512
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin12.S5	0.00162811943981112	0.00035627987753887	0.00359758921212839	3.208222043364e-05	0.000846432236183191
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin12.S6	0.00133591269014977	0.000260121327672436	0.00326289914958629	0.000150605985475604	0.000802338253156191
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin12.S7	0.000803394415214931	-1.72566053938672e-06	0.0024228724009308	0.00264849806367309	0.000636775012577412
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin13.S1	0.00566860758903665	0.00302299896808478	0.00934410284060091	2.85336438582576e-14	0.00161688141523125
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin13.S10	0.00070487320311674	-2.95478792030846e-05	0.00221630068791759	0.00455198669273144	0.00059310765727023
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin13.S2	0.00523497799502581	0.00284847123497245	0.00833746343967347	2.62029385326807e-13	0.00145273367605576
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin13.S3	0.0062998058399244	0.00355524539560578	0.00981393151220589	1.13472919822305e-15	0.00162095745698941
AFR	AFR	AFR	AFR_caus100-rep1-h2_0.01-S1_-1-AFR_Bin1toBin13.S4	0.00403074697370653	0.00198734351202746	0.00682808690330019	1.25414807138798e-10	0.00127421079758398
